order_id,date,customer_age,product_category,region,quantity,unit_price,discount_pct,payment_method,order_status,customer_satisfaction,return_flag,revenue
10227,2022-07-27 07:26:46.338615,71.0,Sports,North,9.0,7.19,0.295,Debit Card,completed,4.0,,45.62
10228,2022-07-28 05:21:52.093411,49.0,Home,East,17.0,28.96,,PayPal,Cancelled,2.0,1.0,323.45
10229,2022-07-29 03:16:57.848206,49.0,Toys,West,13.0,13.13,0.375,Debit Card,Pending,2.0,1.0,106.68
10230,2022-07-30 01:12:03.603002,41.0,Electronics,South,15.0,49.42,0.197,PayPal,Pending,2.0,0.0,595.26
10231,2022-07-30 23:07:09.357798,58.0,Home,,17.0,33.94,0.28,PayPal,Cancelled,4.0,1.0,415.43
10232,2022-07-31 21:02:15.112593,69.0,Food,,13.0,63.56,0.342,Cash,Pending,1.0,1.0,543.69
10233,2022-08-01 18:57:20.867389,66.0,Beauty,East,16.0,7.68,0.167,Debit Card,Cancelled,2.0,0.0,102.36
10234,2022-08-02 16:52:26.622185,66.0,Electronics,South,4.0,19.33,0.124,PayPal,Completed,3.0,0.0,67.73
10235,2022-08-03 14:47:32.376980,69.0,Home,South,5.0,122.55,0.375,crypto,Refunded,1.0,0.0,382.97
10236,2022-08-04 12:42:38.131776,,Sports,Central,5.0,6.52,0.206,PayPal,Refunded,3.0,1.0,25.88
10237,2022-08-05 10:37:43.886572,56.0,Sports,North,9.0,9.94,0.199,crypto,PENDING,1.0,0.0,71.66
10238,2022-08-06 08:32:49.641367,19.0,Clothing,East,17.0,42.06,0.071,Debit Card,completed,2.0,1.0,664.25
10239,2022-08-07 06:27:55.396163,20.0,Home,Central,13.0,46.72,0.043,Debit Card,Pending,,0.0,581.24
10240,2022-08-08 04:23:01.150959,66.0,Books,East,2.0,18.42,0.337,,completed,5.0,1.0,24.42
10241,2022-08-09 02:18:06.905754,,Home,North,13.0,23.71,0.246,PayPal,Completed,2.0,0.0,232.41
10242,2022-08-10 00:13:12.660550,,Beauty,North,19.0,62.79,0.13,Credit Card,Refunded,4.0,0.0,1037.92
10243,2022-08-10 22:08:18.415346,73.0,Electronics,Central,3.0,5071.997372260561,0.077,PayPal,Completed,,0.0,254.19
10244,2022-08-11 20:03:24.170141,34.0,Electronics,North,10.0,9.18,0.222,PayPal,Completed,4.0,0.0,71.42
10245,2022-08-12 17:58:29.924937,66.0,Beauty,West,764.0,51.27,0.234,Cash,Pending,1.0,0.0,78.55
10246,2022-08-13 15:53:35.679733,19.0,Home,South,13.0,203.25,0.083,,Completed,4.0,0.0,2422.94
10247,2022-08-14 13:48:41.434528,19.0,Beauty,Central,19.0,28.82,0.341,PayPal,Refunded,,0.0,360.86
10248,2022-08-15 11:43:47.189324,45.0,Food,East,975.0,9.06,0.034,crypto,completed,,,148.78
10249,2022-08-16 09:38:52.944120,71.0,Toys,West,14.0,8.57,0.142,Cash,Refunded,2.0,1.0,102.94
10250,2022-08-17 07:33:58.698915,40.0,Beauty,Central,12.0,27.31,,,Pending,3.0,0.0,238.58
10251,2022-08-18 05:29:04.453711,,Sports,North,12.0,114.78,0.11,,Refunded,2.0,0.0,1225.85
10252,2022-08-19 03:24:10.208507,49.0,Beauty,North,11.0,31.53,0.331,crypto,Cancelled,1.0,0.0,232.03
10253,2022-08-20 01:19:15.963302,50.0,Electronics,North,7.0,41.56,0.296,Debit Card,completed,4.0,1.0,204.81
10254,2022-08-20 23:14:21.718098,18.0,Sports,North,4.0,10.02,0.316,PayPal,Cancelled,3.0,0.0,27.41
10255,2022-08-21 21:09:27.472894,36.0,Electronics,East,19.0,107.74,0.048,PayPal,Cancelled,5.0,0.0,1948.8
10256,2022-08-22 19:04:33.227689,19.0,Clothing,West,1.0,8.37,,crypto,PENDING,,0.0,7.9
10257,2022-08-23 16:59:38.982485,70.0,Books,South,3.0,18.08,0.115,Cash,Pending,3.0,1.0,48.0
10258,2022-08-24 14:54:44.737281,,Electronics,East,13.0,70.52,0.207,Cash,Completed,3.0,0.0,726.99
10259,2022-08-25 12:49:50.492076,43.0,Sports,East,15.0,2.87,0.299,Cash,Cancelled,2.0,1.0,30.18
10260,2022-08-26 10:44:56.246872,,Clothing,South,2.0,40.8,0.335,Debit Card,Refunded,5.0,0.0,54.26
10261,2022-08-27 08:40:02.001668,23.0,Electronics,South,11.0,9.52,0.282,crypto,Completed,,0.0,75.19
10262,2022-08-28 06:35:07.756463,49.0,Food,North,4.0,33.78,0.371,crypto,Refunded,1.0,0.0,84.99
10263,2022-08-29 04:30:13.511259,72.0,Beauty,East,19.0,21.7,0.295,Cash,Refunded,1.0,0.0,290.67
10264,2022-08-30 02:25:19.266055,21.0,Books,Central,17.0,414.47,0.123,Cash,Completed,3.0,0.0,6179.33
10265,2022-08-31 00:20:25.020850,72.0,Electronics,,3.0,20.66,0.106,Credit Card,Completed,3.0,0.0,55.41
10266,2022-08-31 22:15:30.775646,28.0,Clothing,South,18.0,302.23,0.278,Credit Card,Refunded,4.0,0.0,3927.78
10267,2022-09-01 20:10:36.530442,73.0,Food,West,8.0,66.98,0.077,PayPal,Pending,5.0,0.0,494.58
10268,2022-09-02 18:05:42.285237,34.0,Home,Central,19.0,12.66,0.037,PayPal,completed,,0.0,231.64
10269,2022-09-03 16:00:48.040033,55.0,Clothing,Central,5.0,49.25,0.213,crypto,PENDING,3.0,,193.8
10270,2022-09-04 13:55:53.794829,41.0,Beauty,South,7.0,22.98,0.329,crypto,completed,4.0,0.0,107.94
10271,2022-09-05 11:50:59.549624,22.0,Clothing,North,8.0,44.28,0.041,Debit Card,Pending,5.0,0.0,339.72
10272,2022-09-06 09:46:05.304420,69.0,Food,West,507.0,14.06,0.317,Debit Card,PENDING,,0.0,48.01
10273,2022-09-07 07:41:11.059216,51.0,Clothing,Central,17.0,251.69,0.325,Credit Card,Completed,1.0,0.0,2888.14
10274,2022-09-08 05:36:16.814011,23.0,Food,South,5.0,100.53,0.193,PayPal,PENDING,4.0,0.0,405.64
10275,2022-09-09 03:31:22.568807,39.0,Electronics,Central,4.0,34.4,0.023,Credit Card,Refunded,5.0,0.0,134.44
10276,2022-09-10 01:26:28.323603,28.0,Toys,West,19.0,263.73,0.07,Credit Card,completed,4.0,0.0,4660.11
10277,2022-09-10 23:21:34.078398,65.0,Food,West,2.0,36.2,0.283,PayPal,PENDING,3.0,0.0,51.91
10278,2022-09-11 21:16:39.833194,33.0,Food,East,11.0,123.61,0.285,Debit Card,Refunded,2.0,1.0,972.19
10279,2022-09-12 19:11:45.587989,50.0,Books,South,13.0,34.67,0.359,PayPal,Pending,1.0,0.0,288.91
10280,2022-09-13 17:06:51.342785,26.0,Food,West,15.0,53.13,0.233,Cash,PENDING,3.0,0.0,611.26
10281,2022-09-14 15:01:57.097581,23.0,Food,East,12.0,30.03,,Cash,Refunded,3.0,0.0,342.34
10282,2022-09-15 12:57:02.852376,33.0,Home,East,11.0,37.13,,Cash,Pending,5.0,0.0,388.42
10283,2022-09-16 10:52:08.607172,46.0,Toys,,7.0,40.64,0.288,crypto,Completed,4.0,1.0,202.55
10284,2022-09-17 08:47:14.361968,,Electronics,Central,5.0,14.83,0.074,Debit Card,Pending,1.0,0.0,68.66
10285,2022-09-18 06:42:20.116763,37.0,Beauty,East,17.0,20.47,0.131,Debit Card,Pending,3.0,0.0,302.4
10286,2022-09-19 04:37:25.871559,53.0,Books,Central,9.0,25.53,0.195,crypto,completed,5.0,0.0,184.96
10287,2022-09-20 02:32:31.626355,36.0,Home,West,948.0,43.63,0.01,Credit Card,Refunded,1.0,0.0,604.71
10288,2022-09-21 00:27:37.381150,43.0,Sports,North,12.0,31.92,0.1,Cash,PENDING,4.0,0.0,344.74
10289,2022-09-21 22:22:43.135946,20.0,Toys,West,6.0,135.32,0.163,Cash,completed,3.0,0.0,679.58
10290,2022-09-22 20:17:48.890742,36.0,Electronics,East,17.0,91.52,0.112,Credit Card,Cancelled,,0.0,1381.59
10291,2022-09-23 18:12:54.645537,,Electronics,East,19.0,26.16,0.055,PayPal,Pending,3.0,0.0,469.7
10292,2022-09-24 16:08:00.400333,49.0,Sports,West,19.0,173.84,0.291,,Cancelled,3.0,0.0,2341.8
10293,2022-09-25 14:03:06.155129,24.0,Beauty,Central,16.0,313.45,0.325,Debit Card,completed,1.0,0.0,3385.26
10294,2022-09-26 11:58:11.909924,69.0,Food,Central,12.0,2.85,0.103,crypto,Refunded,1.0,0.0,30.68
10295,2022-09-27 09:53:17.664720,58.0,Home,,12.0,101.37,0.31,Debit Card,completed,1.0,1.0,839.34
10296,2022-09-28 07:48:23.419516,50.0,Clothing,South,6.0,14.42,0.154,PayPal,Refunded,1.0,0.0,73.2
10297,2022-09-29 05:43:29.174311,57.0,Books,Central,4.0,86.57,0.203,Credit Card,Refunded,5.0,0.0,275.99
10298,2022-09-30 03:38:34.929107,56.0,Clothing,West,6.0,146.33,0.342,Debit Card,Completed,2.0,0.0,577.71
10299,2022-10-01 01:33:40.683903,35.0,Sports,Central,11.0,11.56,0.3,Cash,Pending,5.0,0.0,89.01
10300,2022-10-01 23:28:46.438698,57.0,Electronics,West,1.0,3.59,0.322,Cash,completed,3.0,0.0,2.43
10301,2022-10-02 21:23:52.193494,18.0,Beauty,East,15.0,90.24,0.055,Credit Card,Refunded,5.0,,1279.15
10302,2022-10-03 19:18:57.948290,28.0,Electronics,Central,11.0,38.96,0.028,PayPal,completed,4.0,1.0,416.56
10303,2022-10-04 17:14:03.703085,45.0,Books,West,19.0,4.47,0.357,Cash,completed,,0.0,54.61
10304,2022-10-05 15:09:09.457881,74.0,Electronics,East,18.0,689.16,0.155,Cash,Refunded,1.0,0.0,10482.12
10305,2022-10-06 13:04:15.212677,42.0,Electronics,South,17.0,70.06,0.115,crypto,PENDING,4.0,0.0,1054.05
10306,2022-10-07 10:59:20.967472,67.0,Books,West,19.0,74.0,0.29,Debit Card,Cancelled,,0.0,998.26
10307,2022-10-08 08:54:26.722268,40.0,Home,South,14.0,170.54,0.335,PayPal,Pending,4.0,1.0,1587.73
10308,2022-10-09 06:49:32.477064,48.0,Home,South,18.0,16.49,0.345,Debit Card,Pending,3.0,0.0,194.42
10309,2022-10-10 04:44:38.231859,47.0,Books,North,19.0,38.73,0.126,PayPal,PENDING,1.0,0.0,643.15
10310,2022-10-11 02:39:43.986655,59.0,Beauty,Central,15.0,6.8,,Cash,Completed,4.0,0.0,67.22
10311,2022-10-12 00:34:49.741451,52.0,Sports,West,15.0,15.97,0.016,crypto,PENDING,3.0,0.0,235.72
10312,2022-10-12 22:29:55.496246,24.0,Toys,South,4.0,52.6,0.02,Debit Card,Completed,1.0,1.0,206.19
10313,2022-10-13 20:25:01.251042,33.0,Electronics,North,7.0,4.49,,Cash,Completed,2.0,0.0,23.6
10314,2022-10-14 18:20:07.005838,,Beauty,East,13.0,15.43,0.025,PayPal,PENDING,3.0,0.0,195.58
10315,2022-10-15 16:15:12.760633,65.0,Electronics,West,3.0,10.88,0.13,Debit Card,Pending,5.0,0.0,28.4
10316,2022-10-16 14:10:18.515429,74.0,Toys,South,16.0,39.27,,Debit Card,Cancelled,1.0,1.0,459.3
10317,2022-10-17 12:05:24.270225,69.0,Sports,Central,9.0,66.0,0.135,Cash,Pending,4.0,1.0,513.81
10318,2022-10-18 10:00:30.025020,66.0,Home,North,8.0,80.69,,Debit Card,Pending,,0.0,599.04
10319,2022-10-19 07:55:35.779816,19.0,Beauty,South,13.0,109.79,0.113,crypto,Pending,4.0,0.0,1265.99
10320,2022-10-20 05:50:41.534612,18.0,Food,Central,17.0,171.84,0.183,crypto,PENDING,5.0,0.0,2386.69
10321,2022-10-21 03:45:47.289407,65.0,Food,South,17.0,68.63,0.19,Cash,PENDING,5.0,0.0,945.04
10322,2022-10-22 01:40:53.044203,29.0,Toys,,17.0,318.88,,PayPal,PENDING,4.0,0.0,3724.2
10323,2022-10-22 23:35:58.798999,22.0,Food,,1.0,38.22,,,Pending,,0.0,26.75
10324,2022-10-23 21:31:04.553794,54.0,Home,West,8.0,26.9,0.183,crypto,Cancelled,1.0,0.0,175.82
10325,2022-10-24 19:26:10.308590,49.0,Toys,North,19.0,68.63,0.338,Credit Card,Completed,3.0,0.0,863.23
10326,2022-10-25 17:21:16.063386,72.0,Home,West,6.0,25.54,0.046,Credit Card,completed,5.0,,146.19
10327,2022-10-26 15:16:21.818181,26.0,Sports,Central,3.0,305.84,,Debit Card,Completed,5.0,0.0,823.93
10328,2022-10-27 13:11:27.572977,58.0,Electronics,South,5.0,128.66,0.331,Debit Card,Completed,5.0,0.0,430.37
10329,2022-10-28 11:06:33.327773,52.0,Sports,East,13.0,81.48,0.151,Credit Card,completed,,0.0,899.29
10330,2022-10-29 09:01:39.082568,36.0,Sports,Central,15.0,38.77,0.392,crypto,Pending,2.0,0.0,353.58
10331,2022-10-30 06:56:44.837364,65.0,Home,Central,14.0,20.31,0.187,Debit Card,Cancelled,,0.0,231.17
10332,2022-10-31 04:51:50.592160,33.0,Toys,West,16.0,76.83,0.317,Cash,Cancelled,1.0,,839.6
10333,2022-11-01 02:46:56.346955,20.0,Toys,North,18.0,8.56,0.161,Cash,Completed,1.0,0.0,129.27
10334,2022-11-02 00:42:02.101751,37.0,Food,South,11.0,208.77,0.17,crypto,completed,1.0,,1906.07
10335,2022-11-02 22:37:07.856547,41.0,Clothing,North,3.0,26.76,0.153,Debit Card,Refunded,1.0,0.0,68.0
10336,2022-11-03 20:32:13.611342,71.0,Electronics,South,10.0,47.76,0.288,Cash,Pending,1.0,0.0,340.05
10337,2022-11-04 18:27:19.366138,73.0,Home,,10.0,11.12,0.219,Debit Card,Completed,4.0,0.0,86.85
10338,2022-11-05 16:22:25.120934,50.0,Food,,16.0,78.85,0.378,Debit Card,Cancelled,5.0,0.0,784.72
10339,2022-11-06 14:17:30.875729,41.0,Beauty,Central,12.0,19.21,0.1,Cash,PENDING,,0.0,207.47
10340,2022-11-07 12:12:36.630525,69.0,Clothing,South,2.0,72.17,0.04,Credit Card,PENDING,4.0,1.0,138.57
10341,2022-11-08 10:07:42.385321,28.0,Clothing,North,9.0,82.18,0.157,Cash,completed,,1.0,623.5
10342,2022-11-09 08:02:48.140116,66.0,Home,South,3.0,15.22,0.247,crypto,completed,2.0,1.0,34.38
10343,2022-11-10 05:57:53.894912,25.0,Books,East,15.0,8.6,0.344,PayPal,Completed,3.0,1.0,84.62
10344,2022-11-11 03:52:59.649708,53.0,Electronics,Central,3.0,208.15,0.138,Cash,Refunded,5.0,1.0,538.28
10345,2022-11-12 01:48:05.404503,55.0,Clothing,West,19.0,26.29,0.262,Debit Card,Cancelled,2.0,0.0,368.64
10346,2022-11-12 23:43:11.159299,,Home,South,18.0,43.37,0.14,Debit Card,Completed,4.0,0.0,671.37
10347,2022-11-13 21:38:16.914095,37.0,Home,East,8.0,59.3,0.247,,Refunded,3.0,0.0,357.22
10348,2022-11-14 19:33:22.668890,52.0,Food,West,17.0,7.36,0.354,PayPal,completed,2.0,0.0,80.83
10349,2022-11-15 17:28:28.423686,65.0,Beauty,West,8.0,57.7,0.093,Cash,PENDING,,1.0,418.67
10350,2022-11-16 15:23:34.178482,42.0,Books,South,7.0,37.3,0.162,PayPal,Pending,3.0,0.0,218.8
10351,2022-11-17 13:18:39.933277,52.0,Electronics,North,7.0,15.3,0.397,PayPal,PENDING,,0.0,64.58
10352,2022-11-18 11:13:45.688073,42.0,Toys,South,3.0,8.27,0.347,crypto,Cancelled,2.0,,16.2
10353,2022-11-19 09:08:51.442869,46.0,Sports,,1.0,68.52,0.226,Debit Card,Cancelled,4.0,0.0,53.03
10354,2022-11-20 07:03:57.197664,35.0,Beauty,West,4.0,128.16,0.207,Debit Card,PENDING,,0.0,406.52
10355,2022-11-21 04:59:02.952460,63.0,Beauty,South,5.0,41.03,0.114,PayPal,PENDING,3.0,1.0,181.76
10356,2022-11-22 02:54:08.707256,35.0,Food,North,1.0,5.92,0.207,Debit Card,Refunded,2.0,,4.69
10357,2022-11-23 00:49:14.462051,19.0,Toys,South,15.0,9.31,0.339,Credit Card,Completed,,0.0,92.31
10358,2022-11-23 22:44:20.216847,71.0,Clothing,Central,5.0,19.72,0.274,PayPal,completed,4.0,1.0,71.58
10359,2022-11-24 20:39:25.971643,,Clothing,North,13.0,216.49,0.116,Debit Card,Refunded,5.0,,2487.9
10360,2022-11-25 18:34:31.726438,33.0,Food,East,8.0,24.63,0.081,Credit Card,Pending,4.0,,181.08
10361,2022-11-26 16:29:37.481234,58.0,Home,West,8.0,18.87,0.106,crypto,PENDING,4.0,,134.96
10362,2022-11-27 14:24:43.236030,53.0,Clothing,South,5.0,4.45,0.068,Debit Card,Pending,5.0,0.0,20.74
10363,2022-11-28 12:19:48.990825,50.0,Books,North,9.0,15.06,0.038,Credit Card,Pending,4.0,0.0,130.39
10364,2022-11-29 10:14:54.745621,21.0,Electronics,Central,1.0,7.54,0.168,Cash,Refunded,5.0,0.0,6.27
10365,2022-11-30 08:10:00.500417,,Beauty,North,4.0,9.94,0.045,Cash,completed,5.0,0.0,37.97
10366,2022-12-01 06:05:06.255212,31.0,Beauty,Central,3.0,38.24,0.069,Credit Card,Cancelled,,0.0,106.8
10367,2022-12-02 04:00:12.010008,38.0,Books,East,2.0,20.46,0.219,PayPal,Completed,,0.0,31.96
10368,2022-12-03 01:55:17.764804,65.0,Toys,West,8.0,254.52,0.066,PayPal,Cancelled,5.0,0.0,1901.77
10369,2022-12-03 23:50:23.519599,37.0,Clothing,East,9.0,120.74,0.026,Debit Card,completed,2.0,0.0,1058.41
10370,2022-12-04 21:45:29.274395,73.0,Beauty,South,2.0,15.95,0.127,Cash,Cancelled,3.0,0.0,27.85
10371,2022-12-05 19:40:35.029190,25.0,Sports,North,14.0,11.02,0.088,PayPal,PENDING,2.0,1.0,140.7
10372,2022-12-06 17:35:40.783986,24.0,Toys,Central,14.0,174.02,0.206,PayPal,PENDING,5.0,0.0,1934.41
10373,2022-12-07 15:30:46.538782,20.0,Electronics,Central,4.0,242.75,0.041,Cash,Refunded,3.0,0.0,931.19
10374,2022-12-08 13:25:52.293577,34.0,Electronics,North,6.0,2.38,0.301,crypto,Pending,,0.0,9.98
10375,2022-12-09 11:20:58.048373,50.0,Beauty,North,11.0,37.02,0.362,PayPal,completed,3.0,0.0,259.81
10376,2022-12-10 09:16:03.803169,65.0,Food,,3.0,24.48,0.297,Credit Card,completed,5.0,,51.63
10377,2022-12-11 07:11:09.557964,29.0,Toys,East,8.0,72.16,0.213,Debit Card,Cancelled,,0.0,454.32
10378,2022-12-12 05:06:15.312760,68.0,Beauty,Central,3.0,340.77,0.344,PayPal,Refunded,3.0,0.0,670.64
10379,2022-12-13 03:01:21.067556,39.0,Food,South,14.0,18.53,,PayPal,Cancelled,3.0,0.0,187.3
10380,2022-12-14 00:56:26.822351,72.0,Beauty,East,13.0,2.79,0.004,crypto,Cancelled,2.0,0.0,36.12
10381,2022-12-14 22:51:32.577147,39.0,Sports,South,13.0,66.34,0.158,Credit Card,completed,3.0,0.0,726.16
10382,2022-12-15 20:46:38.331943,63.0,Toys,Central,2.0,175.56,0.34,Debit Card,Cancelled,5.0,0.0,231.74
10383,2022-12-16 18:41:44.086738,47.0,Home,North,13.0,23.0,,PayPal,Pending,1.0,0.0,257.74
10384,2022-12-17 16:36:49.841534,55.0,Electronics,North,19.0,14.21,0.014,Debit Card,Cancelled,1.0,1.0,266.21
10385,2022-12-18 14:31:55.596330,55.0,Beauty,East,6.0,19.6,0.298,Cash,Pending,1.0,0.0,82.56
10386,2022-12-19 12:27:01.351125,62.0,Sports,West,16.0,91.86,0.321,PayPal,completed,5.0,0.0,997.97
10387,2022-12-20 10:22:07.105921,68.0,Food,East,2.0,19.19,0.064,PayPal,Refunded,1.0,0.0,35.92
10388,2022-12-21 08:17:12.860717,71.0,Food,West,8.0,49.13,0.215,Cash,PENDING,2.0,0.0,308.54
10389,2022-12-22 06:12:18.615512,25.0,Electronics,South,17.0,34.24,0.077,crypto,Pending,5.0,0.0,537.26
10390,2022-12-23 04:07:24.370308,44.0,Books,,2.0,30.25,0.288,PayPal,Refunded,,0.0,43.08
10391,2022-12-24 02:02:30.125104,44.0,Beauty,Central,10.0,76.83,0.109,Debit Card,Refunded,5.0,1.0,684.56
10392,2022-12-24 23:57:35.879899,51.0,Toys,West,16.0,18.65,,Credit Card,Pending,5.0,0.0,260.8
10393,2022-12-25 21:52:41.634695,38.0,Clothing,Central,6.0,19.75,0.338,Debit Card,completed,3.0,1.0,78.45
10394,2022-12-26 19:47:47.389491,47.0,Food,North,2.0,86.24,0.191,crypto,Completed,3.0,0.0,139.54
10395,2022-12-27 17:42:53.144286,50.0,Toys,West,2.0,10.13,0.268,Credit Card,Refunded,3.0,,14.83
10396,2022-12-28 15:37:58.899082,45.0,Toys,East,13.0,11.52,0.161,Debit Card,Refunded,4.0,0.0,125.65
10397,2022-12-29 13:33:04.653878,64.0,Home,North,15.0,7.3,0.119,Debit Card,completed,2.0,1.0,96.47
10398,2022-12-30 11:28:10.408673,50.0,Toys,North,2.0,91.73,0.25,Cash,completed,5.0,0.0,137.6
10399,2022-12-31 09:23:16.163469,22.0,Toys,East,7.0,29.19,0.062,crypto,Cancelled,5.0,1.0,191.66
10400,2023-01-01 07:18:21.918265,65.0,Home,North,3.0,6.85,0.149,,completed,3.0,1.0,17.49
10401,2023-01-02 05:13:27.673060,36.0,Food,West,8.0,92.26,0.084,Credit Card,Refunded,5.0,0.0,676.08
10402,2023-01-03 03:08:33.427856,21.0,Toys,Central,14.0,17.0,0.278,Cash,Pending,,0.0,171.84
10403,2023-01-04 01:03:39.182652,52.0,Books,North,7.0,11.63,0.378,,Completed,5.0,1.0,50.64
10404,2023-01-04 22:58:44.937447,66.0,Books,West,7.0,26.18,0.398,PayPal,Cancelled,1.0,0.0,110.32
10405,2023-01-05 20:53:50.692243,34.0,Sports,South,1.0,195.29,0.18,PayPal,Pending,,0.0,160.14
10406,2023-01-06 18:48:56.447039,61.0,Home,,17.0,20.62,0.101,Credit Card,Completed,,1.0,315.14
10407,2023-01-07 16:44:02.201834,45.0,Sports,Central,9.0,66.05,0.177,PayPal,Completed,5.0,0.0,489.23
10408,2023-01-08 14:39:07.956630,47.0,Home,West,13.0,79.24,0.339,Cash,Completed,4.0,0.0,680.91
10409,2023-01-09 12:34:13.711426,46.0,Beauty,,19.0,56.37,0.082,Credit Card,PENDING,3.0,0.0,983.21
10410,2023-01-10 10:29:19.466221,63.0,Beauty,Central,19.0,152.21,,crypto,Pending,2.0,1.0,1790.14
10411,2023-01-11 08:24:25.221017,70.0,Toys,South,17.0,14.17,0.137,Credit Card,Cancelled,2.0,0.0,207.89
10412,2023-01-12 06:19:30.975813,23.0,Clothing,East,10.0,9.47,0.394,Credit Card,Cancelled,1.0,0.0,57.39
10413,2023-01-13 04:14:36.730608,52.0,Beauty,West,10.0,9.25,0.335,Debit Card,Completed,2.0,0.0,61.51
10414,2023-01-14 02:09:42.485404,58.0,Clothing,Central,4.0,27.84,0.323,Debit Card,Pending,2.0,1.0,75.39
10415,2023-01-15 00:04:48.240200,54.0,Beauty,South,8.0,12636.705387333188,0.127,Credit Card,PENDING,3.0,0.0,74.24
10416,2023-01-15 21:59:53.994995,41.0,Electronics,East,18.0,39.53,0.004,,Completed,3.0,0.0,708.69
10417,2023-01-16 19:54:59.749791,46.0,Beauty,South,14.0,36.32,0.153,Debit Card,completed,4.0,0.0,430.68
10418,2023-01-17 17:50:05.504587,66.0,Sports,West,18.0,112.43,0.121,crypto,Cancelled,1.0,1.0,1778.87
10419,2023-01-18 15:45:11.259382,63.0,Food,South,14.0,46.96,0.015,Cash,Refunded,2.0,,647.58
10420,2023-01-19 13:40:17.014178,70.0,Toys,North,15.0,20.1,0.202,Debit Card,Completed,4.0,0.0,240.6
10421,2023-01-20 11:35:22.768974,48.0,Sports,East,4.0,54.22,0.161,,completed,1.0,0.0,181.96
10422,2023-01-21 09:30:28.523769,52.0,Food,South,13.0,9.62,,PayPal,Cancelled,,1.0,93.29
10423,2023-01-22 07:25:34.278565,50.0,Books,,8.0,31.63,0.248,Cash,PENDING,2.0,0.0,190.29
10424,2023-01-23 05:20:40.033361,69.0,Sports,West,18.0,48.58,0.048,Debit Card,Pending,2.0,0.0,832.47
10425,2023-01-24 03:15:45.788156,38.0,Books,South,12.0,38.67,0.391,PayPal,Cancelled,3.0,1.0,282.6
10426,2023-01-25 01:10:51.542952,49.0,Clothing,West,14.0,54.49,0.075,PayPal,Pending,5.0,,705.65
10427,2023-01-25 23:05:57.297748,40.0,Clothing,Central,2.0,15.29,0.178,PayPal,Pending,1.0,0.0,25.14
10428,2023-01-26 21:01:03.052543,50.0,Electronics,Central,18.0,131.95,0.195,,PENDING,2.0,0.0,1911.96
10429,2023-01-27 18:56:08.807339,20.0,Beauty,Central,2.0,294.89,0.325,crypto,PENDING,1.0,0.0,398.1
10430,2023-01-28 16:51:14.562135,35.0,Sports,North,11.0,4.84,0.04,PayPal,Completed,4.0,0.0,51.11
10431,2023-01-29 14:46:20.316930,42.0,Books,South,9.0,7.7,,Cash,Completed,4.0,1.0,57.45
10432,2023-01-30 12:41:26.071726,59.0,Food,North,12.0,34.87,0.251,Debit Card,Cancelled,5.0,1.0,313.41
10433,2023-01-31 10:36:31.826522,48.0,Clothing,West,17.0,24.34,,Cash,PENDING,2.0,1.0,378.19
10434,2023-02-01 08:31:37.581317,71.0,Beauty,North,15.0,322.37,0.251,Credit Card,completed,3.0,0.0,3621.83
10435,2023-02-02 06:26:43.336113,20.0,Clothing,West,17.0,43.11,0.369,Credit Card,Cancelled,2.0,0.0,462.44
10436,2023-02-03 04:21:49.090909,57.0,Food,West,18.0,176.1,0.399,,Refunded,1.0,0.0,1905.05
10437,2023-02-04 02:16:54.845704,63.0,Beauty,East,6.0,2.83,,crypto,Pending,,0.0,16.76
10438,2023-02-05 00:12:00.600500,41.0,Beauty,Central,17.0,87.97,0.094,Credit Card,Pending,4.0,1.0,1354.91
10439,2023-02-05 22:07:06.355296,67.0,Books,West,18.0,14.03,0.124,Credit Card,Completed,1.0,0.0,221.23
10440,2023-02-06 20:02:12.110091,49.0,Books,East,8.0,13.77,0.16,Cash,completed,5.0,0.0,92.53
10441,2023-02-07 17:57:17.864887,64.0,Sports,Central,9.0,24.58,0.097,Credit Card,PENDING,4.0,0.0,199.76
10442,2023-02-08 15:52:23.619683,39.0,Sports,West,6.0,5.99,0.081,crypto,PENDING,3.0,,33.03
10443,2023-02-09 13:47:29.374478,40.0,Home,West,5.0,56.34,0.382,,Completed,4.0,1.0,174.09
10444,2023-02-10 11:42:35.129274,19.0,Toys,North,12.0,41.63,0.367,crypto,Refunded,,1.0,316.22
10445,2023-02-11 09:37:40.884070,44.0,Home,North,11.0,45.58,0.019,Debit Card,Cancelled,2.0,0.0,491.85
10446,2023-02-12 07:32:46.638865,59.0,Electronics,Central,1.0,96.01,0.136,crypto,Cancelled,,0.0,82.95
10447,2023-02-13 05:27:52.393661,19.0,Clothing,West,11.0,203.92,0.162,crypto,completed,,0.0,1879.73
10448,2023-02-14 03:22:58.148457,43.0,Sports,South,19.0,21.4,0.096,Debit Card,Completed,2.0,0.0,367.57
10449,2023-02-15 01:18:03.903252,34.0,Books,North,9.0,58.72,0.252,PayPal,Completed,4.0,0.0,395.3
10450,2023-02-15 23:13:09.658048,57.0,Food,Central,2.0,47.07,0.256,Credit Card,Refunded,5.0,0.0,70.04
10451,2023-02-16 21:08:15.412844,50.0,Books,West,12.0,52.1,0.34,crypto,Cancelled,2.0,0.0,412.63
10452,2023-02-17 19:03:21.167639,26.0,Clothing,West,4.0,53.04,0.296,Credit Card,Completed,2.0,0.0,149.36
