employee_id,hire_date,department,job_level,employment_type,age,years_experience,education_level,base_salary,bonus_pct,performance_score,remote_days_per_week,training_hours,attrition
EMP0205,2016-11-08 21:30:37.670609,IT,Manager,Contract,28.0,12.0,MASTER,125724.0,0.128,3.0,3.0,2.1,0
EMP0206,2016-11-12 05:15:46.678798,HR,Director,Part-time,60.0,26.0,Master,26888.0,0.11,4.0,,9.3,0
EMP0207,2016-11-15 13:00:55.686988,HR,Director,Part-time,58.0,22.0,phd,55734.0,0.222,3.0,3.0,14.9,0
EMP0208,2016-11-18 20:46:04.695177,Sales,Junior,Part-time,36.0,25.0,phd,36502.0,0.075,3.0,0.0,30.0,0
EMP0209,2016-11-22 04:31:13.703366,Finance,Manager,Part-time,50.0,25.0,MASTER,25009.0,0.14,4.0,2.0,1.8,1
EMP0210,2016-11-25 12:16:22.711555,Legal,Mid,Full-time,42.0,12.0,phd,,,1.0,5.0,21.7,0
EMP0211,2016-11-28 20:01:31.719745,IT,Manager,Full-time,23.0,8.0,Bachelor,25245.0,0.176,5.0,1.0,1.1,0
EMP0212,2016-12-02 03:46:40.727934,Finance,Lead,Intern,31.0,15.0,,87985.0,0.278,3.0,3.0,1.3,0
EMP0213,2016-12-05 11:31:49.736123,Finance,Mid,Contract,47.0,0.0,MASTER,63725.0,0.173,4.0,2.0,19.1,0
EMP0214,2016-12-08 19:16:58.744313,Marketing,Lead,Part-time,62.0,26.0,High School,26331.0,0.163,4.0,3.0,6.6,0
EMP0215,2016-12-12 03:02:07.752502,Marketing,Manager,Contract,64.0,26.0,High School,110470.0,0.197,4.0,,0.5,1
EMP0216,2016-12-15 10:47:16.760691,Sales,Manager,Part-time,62.0,7.0,MASTER,58949.0,0.024,5.0,3.0,4.9,1
EMP0217,2016-12-18 18:32:25.768880,IT,Director,Contract,23.0,4.0,MASTER,90321.0,0.163,3.0,,27.5,0
EMP0218,2016-12-22 02:17:34.777070,HR,Junior,Intern,64.0,13.0,High School,45351.0,0.091,5.0,0.0,20.4,0
EMP0219,2016-12-25 10:02:43.785259,Marketing,Director,Contract,46.0,23.0,phd,73688.0,0.185,3.0,4.0,18.8,0
EMP0220,2016-12-28 17:47:52.793448,Operations,Manager,Full-time,52.0,13.0,bachelor,46669.0,0.208,5.0,4.0,6.6,0
EMP0221,2017-01-01 01:33:01.801637,Operations,Mid,Part-time,64.0,4.0,phd,83761.0,0.245,4.0,1.0,37.4,0
EMP0222,2017-01-04 09:18:10.809827,Legal,Senior,Part-time,64.0,17.0,High School,125093.0,0.182,4.0,,16.9,0
EMP0223,2017-01-07 17:03:19.818016,Marketing,Senior,Contract,39.0,23.0,Bachelor,28010.0,0.039,5.0,3.0,3.7,0
EMP0224,2017-01-11 00:48:28.826205,Operations,Manager,Intern,49.0,22.0,bachelor,104047.0,0.047,1.0,0.0,38.9,0
EMP0225,2017-01-14 08:33:37.834394,Engineering,Senior,Contract,22.0,26.0,PhD,52281.0,0.272,5.0,2.0,119.4,0
EMP0226,2017-01-17 16:18:46.842584,Sales,Lead,Contract,56.0,22.0,Bachelor,159023.0,0.27,4.0,,4.0,0
EMP0227,2017-01-21 00:03:55.850773,IT,Lead,Part-time,28.0,26.0,phd,59069.0,0.067,4.0,4.0,2.0,0
EMP0228,2017-01-24 07:49:04.858962,Finance,Lead,Full-time,44.0,15.0,bachelor,32889.0,0.156,4.0,5.0,24.9,0
EMP0229,2017-01-27 15:34:13.867151,Engineering,Director,Full-time,48.0,15.0,PhD,44889.0,0.24,2.0,2.0,21.3,0
EMP0230,2017-01-30 23:19:22.875341,Legal,Senior,Intern,62.0,5.0,High School,28455.0,0.252,4.0,0.0,0.4,0
EMP0231,2017-02-03 07:04:31.883530,IT,Junior,Full-time,22.0,1.0,phd,,0.046,3.0,5.0,35.2,0
EMP0232,2017-02-06 14:49:40.891719,Sales,Senior,Contract,32.0,13.0,Bachelor,35464.0,0.089,3.0,2.0,2.3,0
EMP0233,2017-02-09 22:34:49.899909,Engineering,Junior,Contract,31.0,29.0,phd,48397.0,0.154,4.0,2.0,87.8,0
EMP0234,2017-02-13 06:19:58.908098,Legal,Lead,Part-time,32.0,17.0,PhD,73241.0,0.136,5.0,1.0,43.6,0
EMP0235,2017-02-16 14:05:07.916287,HR,Director,Full-time,56.0,24.0,MASTER,64140.0,0.289,5.0,4.0,5.8,1
EMP0236,2017-02-19 21:50:16.924476,Finance,Manager,Contract,40.0,11.0,Bachelor,107995.0,0.02,4.0,5.0,18.3,0
EMP0237,2017-02-23 05:35:25.932666,Sales,Manager,Contract,,15.0,bachelor,30871.0,0.102,3.0,1.0,109.5,1
EMP0238,2017-02-26 13:20:34.940855,Operations,Junior,Intern,35.0,2.0,Bachelor,51199.0,0.118,3.0,5.0,10.8,0
EMP0239,2017-03-01 21:05:43.949044,Operations,Director,Part-time,63.0,25.0,Bachelor,62195.0,,3.0,4.0,30.3,0
EMP0240,2017-03-05 04:50:52.957233,IT,Junior,Part-time,49.0,24.0,Master,52806.0,0.277,5.0,4.0,26.2,0
EMP0241,2017-03-08 12:36:01.965423,Engineering,Director,Intern,58.0,14.0,Master,55683.0,0.163,4.0,1.0,5.4,0
EMP0242,2017-03-11 20:21:10.973612,Marketing,Manager,Contract,40.0,27.0,phd,91501.0,0.031,2.0,0.0,58.7,0
EMP0243,2017-03-15 04:06:19.981801,IT,Manager,Part-time,54.0,22.0,bachelor,59376.0,0.074,3.0,4.0,23.5,0
EMP0244,2017-03-18 11:51:28.989990,Engineering,Director,Full-time,27.0,8.0,Master,52408.0,0.031,5.0,4.0,14.5,0
EMP0245,2017-03-21 19:36:37.998180,Operations,Manager,Contract,37.0,13.0,MASTER,32607.0,0.084,4.0,3.0,0.8,1
EMP0246,2017-03-25 03:21:47.006369,HR,Lead,Part-time,64.0,14.0,bachelor,76137.0,0.187,1.0,1.0,29.5,0
EMP0247,2017-03-28 11:06:56.014558,HR,Junior,Contract,29.0,13.0,bachelor,38999.0,0.212,5.0,,2.1,0
EMP0248,2017-03-31 18:52:05.022747,Operations,Lead,Intern,63.0,2.0,Master,,0.0,4.0,1.0,20.0,0
EMP0249,2017-04-04 02:37:14.030937,Marketing,Lead,Contract,53.0,26.0,Master,106004.0,0.186,4.0,4.0,21.4,0
EMP0250,2017-04-07 10:22:23.039126,Engineering,Lead,Full-time,41.0,10.0,PhD,42601.0,0.298,3.0,4.0,63.3,0
EMP0251,2017-04-10 18:07:32.047315,Legal,Junior,Part-time,43.0,2.0,bachelor,51993.0,0.196,3.0,5.0,32.5,0
EMP0252,2017-04-14 01:52:41.055505,HR,Senior,Contract,,29.0,PhD,137834.0,0.104,,3.0,15.5,0
EMP0253,2017-04-17 09:37:50.063694,Marketing,Mid,Part-time,29.0,1.0,phd,49750.0,0.108,2.0,,19.5,1
EMP0254,2017-04-20 17:22:59.071883,Sales,Director,Part-time,,21.0,,51267.0,0.241,3.0,0.0,0.3,0
EMP0255,2017-04-24 01:08:08.080072,Legal,Lead,Part-time,25.0,7.0,Bachelor,85905.0,0.148,4.0,0.0,35.0,0
EMP0256,2017-04-27 08:53:17.088262,Operations,Lead,Contract,29.0,10.0,Master,24895.0,0.179,3.0,4.0,1.1,0
EMP0257,2017-04-30 16:38:26.096451,IT,Senior,Part-time,61.0,21.0,bachelor,88798.0,,4.0,4.0,17.2,0
EMP0258,2017-05-04 00:23:35.104640,Operations,Junior,Contract,47.0,6.0,High School,87357.0,0.292,1.0,1.0,17.3,0
EMP0259,2017-05-07 08:08:44.112829,Operations,Senior,Part-time,33.0,26.0,Bachelor,49465.0,0.171,1.0,,7.4,0
EMP0260,2017-05-10 15:53:53.121019,Sales,Junior,Intern,,21.0,High School,20992.0,0.288,,2.0,18.3,0
EMP0261,2017-05-13 23:39:02.129208,Engineering,Director,Part-time,44.0,4.0,MASTER,119985.0,0.165,4.0,,18.2,0
EMP0262,2017-05-17 07:24:11.137397,Engineering,Lead,Part-time,52.0,4.0,MASTER,25784.0,0.086,4.0,3.0,3.1,0
EMP0263,2017-05-20 15:09:20.145586,IT,Mid,Contract,48.0,2.0,Bachelor,37475.0,,4.0,,32.0,1
EMP0264,2017-05-23 22:54:29.153776,IT,Junior,Part-time,49.0,23.0,phd,45174.0,0.073,4.0,,37.2,0
EMP0265,2017-05-27 06:39:38.161965,Engineering,Director,Part-time,43.0,21.0,phd,71771.0,0.172,3.0,1.0,54.6,1
EMP0266,2017-05-30 14:24:47.170154,IT,Lead,Full-time,63.0,13.0,Bachelor,72054.0,0.098,5.0,,7.9,1
EMP0267,2017-06-02 22:09:56.178343,IT,Junior,Contract,28.0,17.0,Master,85852.0,0.227,5.0,4.0,1.9,0
EMP0268,2017-06-06 05:55:05.186533,Finance,Director,Intern,57.0,16.0,bachelor,111534.0,0.216,4.0,0.0,8.1,1
EMP0269,2017-06-09 13:40:14.194722,IT,Lead,Contract,30.0,11.0,phd,25183.0,0.238,1.0,,27.2,0
EMP0270,2017-06-12 21:25:23.202911,Engineering,Mid,Intern,33.0,4.0,Master,38532.0,0.185,2.0,0.0,11.1,0
EMP0271,2017-06-16 05:10:32.211101,Marketing,Senior,Full-time,38.0,9.0,Bachelor,117312.0,0.136,4.0,5.0,9.3,0
EMP0272,2017-06-19 12:55:41.219290,Marketing,Junior,Contract,,5.0,Bachelor,28321.0,0.119,4.0,0.0,3.7,0
EMP0273,2017-06-22 20:40:50.227479,Legal,Lead,Intern,25.0,14.0,phd,29177.0,0.297,4.0,3.0,6.4,0
EMP0274,2017-06-26 04:25:59.235668,Engineering,Lead,Full-time,37.0,13.0,Master,88333.0,0.015,3.0,3.0,45.0,0
EMP0275,2017-06-29 12:11:08.243858,Sales,Manager,Part-time,60.0,8.0,Bachelor,88963.0,0.287,3.0,,20.0,0
EMP0276,2017-07-02 19:56:17.252047,Engineering,Director,Part-time,22.0,17.0,phd,57379.0,0.222,5.0,,9.0,1
EMP0277,2017-07-06 03:41:26.260236,Sales,Director,Intern,61.0,11.0,PhD,72513.0,0.207,3.0,5.0,50.0,0
EMP0278,2017-07-09 11:26:35.268425,Marketing,Lead,Contract,42.0,11.0,High School,53714.0,0.068,1.0,,34.9,0
EMP0279,2017-07-12 19:11:44.276615,Legal,Mid,Full-time,22.0,20.0,PhD,36694.0,0.074,,0.0,2.5,0
EMP0280,2017-07-16 02:56:53.284804,Marketing,Lead,Part-time,28.0,22.0,bachelor,97587.0,0.028,4.0,2.0,0.1,0
EMP0281,2017-07-19 10:42:02.292993,Finance,Manager,Intern,45.0,9.0,bachelor,90587.0,0.236,3.0,,33.2,0
EMP0282,2017-07-22 18:27:11.301182,Engineering,Director,Contract,58.0,3.0,,64608.0,0.29,4.0,3.0,9.9,0
EMP0283,2017-07-26 02:12:20.309372,Engineering,Director,Contract,44.0,22.0,bachelor,69845.0,0.018,3.0,0.0,48.9,1
EMP0284,2017-07-29 09:57:29.317561,IT,Lead,Full-time,59.0,20.0,Master,32939.0,0.2,4.0,0.0,5.4,0
EMP0285,2017-08-01 17:42:38.325750,IT,Mid,Part-time,22.0,27.0,phd,75683.0,0.284,2.0,5.0,11.8,0
EMP0286,2017-08-05 01:27:47.333939,IT,Manager,Full-time,27.0,18.0,PhD,42225.0,0.038,4.0,1.0,49.2,0
EMP0287,2017-08-08 09:12:56.342129,Operations,Senior,Part-time,25.0,5.0,PhD,32545.0,0.146,5.0,,3.7,0
EMP0288,2017-08-11 16:58:05.350318,Sales,Lead,Full-time,63.0,19.0,MASTER,56028.0,0.202,,3.0,55.1,1
EMP0289,2017-08-15 00:43:14.358507,Sales,Senior,Intern,46.0,3.0,PhD,46639.0,0.171,3.0,,36.8,0
EMP0290,2017-08-18 08:28:23.366696,HR,Mid,Full-time,54.0,12.0,MASTER,31416.0,0.046,3.0,5.0,47.9,0
EMP0291,2017-08-21 16:13:32.374886,Legal,Director,Part-time,,21.0,Bachelor,87697.0,0.026,3.0,1.0,10.3,0
EMP0292,2017-08-24 23:58:41.383075,Engineering,Junior,Contract,27.0,9.0,PhD,21555.0,0.008,4.0,4.0,38.0,0
EMP0293,2017-08-28 07:43:50.391264,Legal,Director,Part-time,50.0,15.0,phd,51751.0,0.197,4.0,5.0,12.6,0
EMP0294,2017-08-31 15:28:59.399454,Operations,Mid,Full-time,47.0,3.0,PhD,25703.0,,4.0,4.0,23.1,0
EMP0295,2017-09-03 23:14:08.407643,Sales,Senior,Part-time,43.0,19.0,,41617.0,0.047,3.0,3.0,32.9,0
EMP0296,2017-09-07 06:59:17.415832,Sales,Manager,Full-time,27.0,24.0,Bachelor,43367.0,0.094,4.0,5.0,10.4,0
EMP0297,2017-09-10 14:44:26.424021,Operations,Manager,Part-time,,2.0,MASTER,50626.0,0.089,4.0,2.0,7.7,0
EMP0298,2017-09-13 22:29:35.432211,Marketing,Mid,Full-time,43.0,16.0,Bachelor,39062.0,0.282,4.0,4.0,5.0,0
EMP0299,2017-09-17 06:14:44.440400,Legal,Mid,Part-time,60.0,12.0,Bachelor,63641.0,0.028,3.0,1.0,45.6,1
EMP0300,2017-09-20 13:59:53.448589,Operations,Manager,Contract,34.0,13.0,High School,50039.0,0.261,3.0,4.0,5.3,0
EMP0301,2017-09-23 21:45:02.456778,Finance,Manager,Part-time,29.0,13.0,High School,22065.0,0.111,2.0,2.0,0.6,0
EMP0302,2017-09-27 05:30:11.464968,Legal,Mid,Contract,52.0,11.0,PhD,,0.176,5.0,2.0,36.5,0
EMP0303,2017-09-30 13:15:20.473157,Operations,Senior,Full-time,55.0,22.0,phd,27272.0,0.055,3.0,5.0,24.6,1
EMP0304,2017-10-03 21:00:29.481346,Finance,Junior,Intern,31.0,12.0,phd,16676.0,0.243,1.0,,20.2,1
EMP0305,2017-10-07 04:45:38.489535,HR,Mid,Contract,48.0,3.0,Bachelor,31008.0,0.072,3.0,3.0,24.7,0
EMP0306,2017-10-10 12:30:47.497725,Sales,Mid,Intern,38.0,1.0,MASTER,100844.0,0.249,2.0,2.0,28.7,0
EMP0307,2017-10-13 20:15:56.505914,Marketing,Junior,Part-time,36.0,3.0,bachelor,73682.0,0.146,,2.0,26.6,0
EMP0308,2017-10-17 04:01:05.514103,Marketing,Lead,Part-time,26.0,10.0,Master,14145.0,0.151,4.0,4.0,2.6,0
EMP0309,2017-10-20 11:46:14.522292,Finance,Junior,Intern,26.0,27.0,MASTER,76937.0,0.009,4.0,5.0,9.4,0
EMP0310,2017-10-23 19:31:23.530482,Sales,Manager,Part-time,43.0,9.0,High School,41763.0,0.094,4.0,0.0,12.4,0
EMP0311,2017-10-27 03:16:32.538671,Operations,Director,Contract,43.0,21.0,Bachelor,18456.0,0.218,3.0,,24.6,1
EMP0312,2017-10-30 11:01:41.546860,Operations,Mid,Intern,54.0,11.0,phd,34183.0,0.194,3.0,1.0,1.9,1
EMP0313,2017-11-02 18:46:50.555050,Finance,Senior,Contract,45.0,28.0,MASTER,44836.0,0.102,4.0,,0.8,0
EMP0314,2017-11-06 02:31:59.563239,Engineering,Director,Contract,25.0,2.0,bachelor,31031.0,0.09,4.0,,0.4,0
EMP0315,2017-11-09 10:17:08.571428,Engineering,Lead,Contract,48.0,21.0,PhD,20715.0,0.008,4.0,3.0,4.2,0
EMP0316,2017-11-12 18:02:17.579617,Legal,Director,Intern,37.0,29.0,phd,36549.0,0.061,4.0,,13.6,0
EMP0317,2017-11-16 01:47:26.587807,Finance,Mid,Full-time,47.0,18.0,High School,36295.0,0.083,3.0,,13.8,0
EMP0318,2017-11-19 09:32:35.595996,Legal,Director,Contract,,7.0,Bachelor,,0.15,4.0,5.0,31.9,0
EMP0319,2017-11-22 17:17:44.604185,HR,Director,Part-time,35.0,4.0,PhD,40740.0,0.113,3.0,3.0,34.8,0
EMP0320,2017-11-26 01:02:53.612374,Operations,Lead,Full-time,63.0,1.0,phd,30677.0,0.13,3.0,0.0,26.3,0
EMP0321,2017-11-29 08:48:02.620564,IT,Junior,Contract,40.0,8.0,MASTER,45278.0,0.243,3.0,4.0,25.4,0
EMP0322,2017-12-02 16:33:11.628753,Operations,Junior,Full-time,42.0,0.0,PhD,40765.0,0.154,3.0,,2.7,0
EMP0323,2017-12-06 00:18:20.636942,Sales,Lead,Part-time,32.0,1.0,Master,78115.0,0.006,5.0,2.0,49.9,1
EMP0324,2017-12-09 08:03:29.645131,HR,Junior,Part-time,41.0,13.0,PhD,946588.0110424099,0.035,3.0,1.0,1.8,0
EMP0325,2017-12-12 15:48:38.653321,Operations,Lead,Full-time,47.0,6.0,,28361.0,0.138,3.0,2.0,8.3,0
EMP0326,2017-12-15 23:33:47.661510,Legal,Senior,Contract,59.0,9.0,MASTER,23420.0,0.193,3.0,,23.3,0
EMP0327,2017-12-19 07:18:56.669699,IT,Mid,Full-time,48.0,11.0,,66951.0,0.109,5.0,0.0,5.6,0
EMP0328,2017-12-22 15:04:05.677888,Marketing,Junior,Contract,34.0,3.0,Master,67086.0,0.042,5.0,1.0,100.8,0
EMP0329,2017-12-25 22:49:14.686078,Legal,Senior,Intern,49.0,12.0,bachelor,,0.137,,4.0,67.7,0
EMP0330,2017-12-29 06:34:23.694267,HR,Senior,Intern,59.0,27.0,Bachelor,42006.0,0.045,3.0,1.0,5.0,0
EMP0331,2018-01-01 14:19:32.702456,Marketing,Junior,Intern,29.0,6.0,bachelor,92052.0,0.179,3.0,2.0,63.1,0
EMP0332,2018-01-04 22:04:41.710646,Engineering,Lead,Full-time,40.0,9.0,,60245.0,0.046,4.0,5.0,4.4,0
EMP0333,2018-01-08 05:49:50.718835,Engineering,Lead,Contract,46.0,2.0,Master,85122.0,0.072,4.0,1.0,15.5,1
EMP0334,2018-01-11 13:34:59.727024,Finance,Junior,Part-time,26.0,12.0,MASTER,95308.0,0.289,,,16.2,0
EMP0335,2018-01-14 21:20:08.735213,Sales,Junior,Contract,64.0,13.0,phd,66926.0,0.049,4.0,4.0,0.0,0
EMP0336,2018-01-18 05:05:17.743403,Sales,Junior,Contract,,2.0,Master,68277.0,0.043,3.0,4.0,21.0,0
EMP0337,2018-01-21 12:50:26.751592,Legal,Lead,Part-time,,25.0,phd,31826.0,0.232,4.0,1.0,15.3,0
EMP0338,2018-01-24 20:35:35.759781,Marketing,Junior,Full-time,29.0,14.0,High School,40694.0,0.15,4.0,2.0,40.7,0
EMP0339,2018-01-28 04:20:44.767970,Engineering,Director,Full-time,37.0,24.0,bachelor,37037.0,0.132,2.0,3.0,10.3,0
EMP0340,2018-01-31 12:05:53.776160,Legal,Director,Part-time,57.0,19.0,MASTER,46026.0,0.071,3.0,1.0,5.6,0
EMP0341,2018-02-03 19:51:02.784349,Engineering,Senior,Part-time,44.0,27.0,Master,46448.0,0.071,4.0,2.0,35.8,0
EMP0342,2018-02-07 03:36:11.792538,Operations,Director,Full-time,43.0,1.0,Master,17912.0,0.016,3.0,0.0,7.2,0
EMP0343,2018-02-10 11:21:20.800727,HR,Manager,Contract,41.0,23.0,phd,78064.0,0.059,,2.0,7.4,1
EMP0344,2018-02-13 19:06:29.808917,Finance,Senior,Intern,61.0,27.0,bachelor,,0.057,4.0,,34.3,0
EMP0345,2018-02-17 02:51:38.817106,Marketing,Lead,Contract,31.0,4.0,bachelor,51863.0,,5.0,0.0,14.4,1
EMP0346,2018-02-20 10:36:47.825295,HR,Lead,Part-time,36.0,20.0,PhD,58019.0,0.157,3.0,1.0,9.1,0
EMP0347,2018-02-23 18:21:56.833484,IT,Manager,Contract,54.0,29.0,MASTER,41313.0,0.004,5.0,,7.9,0
EMP0348,2018-02-27 02:07:05.841674,Operations,Director,Part-time,24.0,1.0,phd,82956.0,0.185,3.0,1.0,98.4,1
EMP0349,2018-03-02 09:52:14.849863,Marketing,Lead,Contract,50.0,15.0,Bachelor,35024.0,0.276,4.0,2.0,12.6,1
EMP0350,2018-03-05 17:37:23.858052,Finance,Mid,Intern,59.0,23.0,phd,96650.0,0.074,3.0,4.0,0.3,1
EMP0351,2018-03-09 01:22:32.866242,Sales,Manager,Part-time,23.0,3.0,bachelor,31851.0,,3.0,2.0,3.1,1
EMP0352,2018-03-12 09:07:41.874431,Marketing,Senior,Contract,44.0,12.0,MASTER,36592.0,0.171,5.0,1.0,22.6,0
EMP0353,2018-03-15 16:52:50.882620,Sales,Senior,Intern,63.0,2.0,Master,96990.0,0.174,,3.0,5.1,0
EMP0354,2018-03-19 00:37:59.890809,IT,Manager,Intern,64.0,2.0,bachelor,73956.0,0.249,4.0,4.0,16.2,0
EMP0355,2018-03-22 08:23:08.898999,IT,Mid,Intern,55.0,1.0,MASTER,952212.4031640841,,5.0,4.0,8.4,1
EMP0356,2018-03-25 16:08:17.907188,Marketing,Junior,Contract,24.0,1.0,MASTER,72781.0,0.009,3.0,0.0,3.0,0
EMP0357,2018-03-28 23:53:26.915377,Finance,Manager,Full-time,24.0,29.0,High School,37538.0,0.075,4.0,1.0,18.7,1
EMP0358,2018-04-01 07:38:35.923566,Engineering,Manager,Intern,35.0,26.0,PhD,26399.0,0.147,4.0,,21.3,0
EMP0359,2018-04-04 15:23:44.931756,Engineering,Director,Contract,53.0,22.0,Bachelor,75798.0,0.262,4.0,,59.6,0
EMP0360,2018-04-07 23:08:53.939945,Operations,Director,Intern,44.0,21.0,MASTER,73450.0,0.138,2.0,3.0,7.6,0
EMP0361,2018-04-11 06:54:02.948134,Sales,Manager,Intern,36.0,3.0,Master,57797.0,0.142,4.0,0.0,55.5,0
EMP0362,2018-04-14 14:39:11.956323,Finance,Mid,Full-time,61.0,24.0,phd,68696.0,0.159,5.0,2.0,6.2,0
EMP0363,2018-04-17 22:24:20.964513,Operations,Senior,Contract,61.0,5.0,phd,36811.0,0.232,3.0,,24.0,0
EMP0364,2018-04-21 06:09:29.972702,Sales,Senior,Intern,44.0,6.0,MASTER,23033.0,0.009,4.0,5.0,2.7,0
EMP0365,2018-04-24 13:54:38.980891,Legal,Director,Intern,58.0,28.0,PhD,85848.0,0.131,3.0,0.0,33.5,0
EMP0366,2018-04-27 21:39:47.989080,Legal,Director,Intern,63.0,13.0,phd,140217.0,0.037,3.0,,21.7,0
EMP0367,2018-05-01 05:24:56.997270,Finance,Junior,Part-time,51.0,3.0,,49115.0,0.142,3.0,5.0,4.4,1
EMP0368,2018-05-04 13:10:06.005459,Marketing,Manager,Intern,44.0,1.0,High School,70638.0,0.158,2.0,5.0,79.1,0
EMP0369,2018-05-07 20:55:15.013648,Legal,Manager,Contract,27.0,28.0,phd,33043.0,0.003,4.0,5.0,1.6,0
EMP0370,2018-05-11 04:40:24.021838,Operations,Mid,Part-time,30.0,4.0,Master,19789.0,0.235,5.0,,16.6,1
EMP0371,2018-05-14 12:25:33.030027,Engineering,Junior,Contract,63.0,5.0,bachelor,51430.0,0.019,3.0,3.0,28.3,0
EMP0372,2018-05-17 20:10:42.038216,HR,Director,Intern,,10.0,High School,62518.0,0.017,4.0,1.0,2.8,0
EMP0373,2018-05-21 03:55:51.046405,Marketing,Director,Full-time,31.0,8.0,PhD,54832.0,0.19,5.0,1.0,4.0,1
EMP0374,2018-05-24 11:41:00.054595,Legal,Mid,Contract,63.0,18.0,phd,71761.0,0.144,4.0,,0.6,0
EMP0375,2018-05-27 19:26:09.062784,Finance,Lead,Intern,22.0,5.0,MASTER,43808.0,0.184,5.0,3.0,21.4,0
EMP0376,2018-05-31 03:11:18.070973,IT,Manager,Part-time,40.0,3.0,bachelor,29572.0,0.056,3.0,4.0,32.0,0
EMP0377,2018-06-03 10:56:27.079162,IT,Mid,Full-time,49.0,9.0,MASTER,136148.0,0.004,1.0,4.0,40.9,0
EMP0378,2018-06-06 18:41:36.087352,Engineering,Junior,Contract,25.0,6.0,phd,74836.0,0.085,4.0,3.0,41.2,0
EMP0379,2018-06-10 02:26:45.095541,Legal,Director,Intern,29.0,10.0,Master,12969.0,0.024,1.0,,21.2,0
EMP0380,2018-06-13 10:11:54.103730,HR,Manager,Intern,30.0,0.0,,26422.0,0.248,3.0,1.0,16.1,0
EMP0381,2018-06-16 17:57:03.111919,Sales,Senior,Contract,63.0,9.0,phd,124823.0,0.287,3.0,0.0,3.8,0
EMP0382,2018-06-20 01:42:12.120109,HR,Mid,Full-time,54.0,29.0,Master,69417.0,0.267,4.0,2.0,0.7,0
EMP0383,2018-06-23 09:27:21.128298,Legal,Mid,Intern,26.0,27.0,Bachelor,31953.0,0.055,,0.0,84.6,0
EMP0384,2018-06-26 17:12:30.136487,Engineering,Director,Contract,28.0,25.0,Master,36574.0,0.263,2.0,5.0,43.1,0
EMP0385,2018-06-30 00:57:39.144676,Finance,Junior,Contract,59.0,10.0,MASTER,84601.0,0.094,3.0,2.0,6.5,0
EMP0386,2018-07-03 08:42:48.152866,Finance,Manager,Intern,30.0,7.0,bachelor,34480.0,0.236,3.0,0.0,2.7,1
EMP0387,2018-07-06 16:27:57.161055,HR,Mid,Intern,39.0,3.0,PhD,24682.0,,2.0,2.0,36.5,0
EMP0388,2018-07-10 00:13:06.169244,Operations,Director,Part-time,53.0,16.0,,35338.0,0.102,1.0,,9.7,0
EMP0389,2018-07-13 07:58:15.177434,Marketing,Lead,Part-time,64.0,8.0,Bachelor,32070.0,0.093,4.0,,17.2,0
EMP0390,2018-07-16 15:43:24.185623,Finance,Senior,Intern,64.0,2.0,Master,41056.0,0.214,3.0,1.0,63.6,1
EMP0391,2018-07-19 23:28:33.193812,IT,Director,Part-time,43.0,0.0,PhD,32397.0,0.111,5.0,2.0,41.9,0
EMP0392,2018-07-23 07:13:42.202001,Operations,Lead,Part-time,22.0,5.0,MASTER,28579.0,0.204,4.0,3.0,13.1,0
EMP0393,2018-07-26 14:58:51.210191,Legal,Mid,Intern,57.0,17.0,MASTER,158694.0,0.156,4.0,4.0,1.6,0
EMP0394,2018-07-29 22:44:00.218380,IT,Mid,Full-time,57.0,11.0,PhD,40442.0,0.023,4.0,1.0,1.4,0
EMP0395,2018-08-02 06:29:09.226569,Sales,Senior,Full-time,23.0,24.0,PhD,101786.0,0.174,3.0,3.0,36.4,0
EMP0396,2018-08-05 14:14:18.234758,IT,Manager,Part-time,45.0,9.0,MASTER,87318.0,0.245,3.0,,28.1,0
EMP0397,2018-08-08 21:59:27.242948,Operations,Lead,Part-time,35.0,7.0,High School,105311.0,0.002,3.0,1.0,45.9,0
EMP0398,2018-08-12 05:44:36.251137,Legal,Manager,Contract,,16.0,High School,71520.0,0.155,2.0,3.0,30.3,0
EMP0399,2018-08-15 13:29:45.259326,Operations,Manager,Full-time,24.0,1.0,High School,91057.0,0.186,4.0,0.0,25.1,0
EMP0400,2018-08-18 21:14:54.267515,HR,Senior,Part-time,33.0,1.0,bachelor,36611.0,0.192,3.0,3.0,69.3,0
EMP0401,2018-08-22 05:00:03.275705,Engineering,Director,Contract,56.0,27.0,MASTER,48662.0,0.037,1.0,0.0,18.7,0
EMP0402,2018-08-25 12:45:12.283894,HR,Mid,Intern,46.0,21.0,phd,95410.0,0.166,2.0,5.0,10.3,0
EMP0403,2018-08-28 20:30:21.292083,Operations,Senior,Contract,43.0,12.0,,57981.0,0.297,2.0,4.0,2.3,0
EMP0404,2018-09-01 04:15:30.300272,HR,Director,Full-time,50.0,24.0,Bachelor,28705.0,0.251,1.0,2.0,18.7,0
EMP0405,2018-09-04 12:00:39.308462,Sales,Director,Full-time,25.0,21.0,PhD,88140.0,0.133,4.0,5.0,45.7,0
EMP0406,2018-09-07 19:45:48.316651,IT,Mid,Part-time,55.0,27.0,phd,44123.0,0.015,3.0,0.0,23.8,0
EMP0407,2018-09-11 03:30:57.324840,Sales,Director,Part-time,27.0,1.0,phd,41603.0,0.21,4.0,5.0,6.1,0
EMP0408,2018-09-14 11:16:06.333030,Sales,Junior,Intern,57.0,25.0,bachelor,72086.0,0.186,3.0,5.0,12.9,0
